"SITEID_07"	"VISIT_NO"	"DAY"	"MONTH"	"YEAR"	"LAT"	"LON"	"STATE"	"EPA_REG"	"ECO9"	"HUC2"	"HUC8"	"LAKE_ORIGIN"	"AREA_KM2"	"PERIM_KM"	"ELEVATION_M"	"DEPTHMAX_M"	"SLD"	"WGT"
"413"	"NLA06608-0616"	1	25	7	2007	36.72480919	-98.88888117	"OK"	"Region_6"	"SPL"	"11"	"11050001"	"MAN-MADE"	0.101555154	1.368402313	474.49	2.9	1.211317198	14.15104596
"414"	"NLA06608-0617"	1	19	6	2007	35.06360996	-111.4965509	"AZ"	"Region_9"	"WMT"	"15"	"15020015"	"MAN-MADE"	3.485464856	21.14079019	2077	4.1	3.194375234	1.29530541
"415"	"NLA06608-0618"	1	24	7	2007	31.44842292	-86.43728338	"AL"	"Region_4"	"CPL"	"3"	"3140301"	"MAN-MADE"	7.447103782	44.66077024	60.03	5.8	4.616656621	2.450205884
"416"	"NLA06608-0619"	1	18	7	2007	42.32382664	-85.4673404	"MI"	"Region_5"	"UMW"	"4"	"4050003"	"NATURAL"	0.595945523	3.907072073	253.46	11.1	1.427720547	30.12411154
"417"	"NLA06608-0622"	1	24	7	2007	45.88174092	-95.33234259	"MN"	"Region_5"	"UMW"	"7"	"7010108"	"NATURAL"	1.687394891	10.1654411	413.74	14.1	2.207562111	116.1182748
"418"	"NLA06608-0623"	1	20	6	2007	41.06227132	-81.31730025	"OH"	"Region_5"	"NAP"	"4"	"4110002"	"MAN-MADE"	0.828369446	9.607777474	328.39	4.5	2.977871601	18.41496609
"419"	"NLA06608-0624"	1	5	6	2007	39.37683345	-89.02743535	"IL"	"Region_5"	"TPL"	"7"	"7140201"	"MAN-MADE"	0.318215256	5.446698377	195.91	10.7	2.723754089	50.01411312
"420"	"NLA06608-0625"	1	19	9	2007	44.9542938	-118.185992	"OR"	"Region_10"	"WMT"	"17"	"17050203"	"NATURAL"	0.067956379	1.335435873	2257.2	12.9	1.445116939	168.5476261
"421"	"NLA06608-0627"	1	19	7	2007	44.88675167	-88.48011849	"WI"	"Region_5"	"UMW"	"4"	"4030104"	"NATURAL"	0.834866374	5.1918371	256.59	6.7	1.602904473	59.0272092
"422"	"NLA06608-0628"	1	25	6	2007	35.75956138	-105.1444706	"NM"	"Region_6"	"SPL"	"11"	"11080004"	"MAN-MADE"	3.258986282	7.492447687	2059.13	4.3	1.170786001	3.820290719
"423"	"NLA06608-0630"	1	30	7	2007	46.30058363	-87.77935818	"MI"	"Region_5"	"UMW"	"4"	"4030110"	"NATURAL"	0.2065458	2.967990797	424.93	2.5	1.842253687	93.13153221
"424"	"NLA06608-0632"	1	12	6	2007	38.35723526	-94.63514177	"KS"	"Region_7"	"TPL"	"10"	"10290102"	"MAN-MADE"	0.758120098	5.318636947	256.18	8	1.723163191	7.632136181
"425"	"NLA06608-0634"	1	22	8	2007	47.92494929	-101.229344	"ND"	"Region_8"	"NPL"	"9"	"9010001"	"NATURAL"	0.1278636	1.661742294	663.58	2.1	1.310947433	81.78952116
"426"	"NLA06608-0635"	1	22	8	2007	40.33649731	-105.1268527	"CO"	"Region_8"	"SPL"	"10"	"10190006"	"MAN-MADE"	1.898167021	7.982005023	1562.41	6.7	1.634330377	5.170878971
"427"	"NLA06608-0637"	1	6	8	2007	40.13391202	-111.0580729	"UT"	"Region_8"	"WMT"	"14"	"14060004"	"MAN-MADE"	53.76669903	139.9754139	2304	23	5.385054974	2.511888266
"428"	"NLA06608-0641"	1	25	7	2007	48.41877337	-117.6640499	"WA"	"Region_10"	"WMT"	"17"	"17020003"	"NATURAL"	0.270004344	2.918369245	713.93	4.8	1.584345638	21.49824829
"429"	"NLA06608-0648"	1	1	8	2007	42.26770086	-99.24832126	"NE"	"Region_7"	"SPL"	"10"	"10220001"	"NATURAL"	0.102933091	1.391695237	730.78	1.4	1.223662641	15.49382569
"430"	"NLA06608-0649"	1	19	9	2007	38.47603543	-119.9997761	"CA"	"Region_9"	"WMT"	"18"	"18040010"	"MAN-MADE"	0.700184268	5.032443994	2227.25	6.5	1.696554611	22.52455543
"431"	"NLA06608-0650"	1	25	7	2007	44.64209925	-111.3963618	"ID"	"Region_10"	"WMT"	"17"	"17040202"	"NATURAL"	24.5915098	32.64634057	1973	5.6	1.85710722	4.035550348
"432"	"NLA06608-0651"	1	17	7	2007	33.46835151	-86.64445451	"AL"	"Region_4"	"SAP"	"3"	"3150202"	"MAN-MADE"	3.941979323	32.11341426	167.65	9.1	4.562725888	2.450205884
"433"	"NLA06608-0654"	1	14	8	2007	45.98738228	-89.35046545	"WI"	"Region_5"	"UMW"	"7"	"7070001"	"NATURAL"	0.218964382	2.049806012	501.71	1.8	1.235722894	159.855637
"434"	"NLA06608-0657"	1	13	9	2007	46.16790978	-69.00206052	"ME"	"Region_1"	"NAP"	"1"	"1020002"	"NATURAL"	0.472753314	3.340422733	271.91	2.4	1.370500529	167.4979306
"435"	"NLA06608-0658"	1	26	7	2007	44.02383508	-124.0796101	"OR"	"Region_10"	"WMT"	"17"	"17100206"	"NATURAL"	0.605596474	3.74028717	30.36	22	1.355839701	3.999258837
"436"	"NLA06608-0659"	1	26	6	2007	48.18807378	-98.0662251	"ND"	"Region_8"	"TPL"	"9"	"9020308"	"MAN-MADE"	0.372637069	5.259362813	455.1	6.2	2.430441497	7.059494244
"437"	"NLA06608-0660"	1	12	7	2007	39.71571919	-86.21162845	"IN"	"Region_5"	"TPL"	"5"	"5120201"	"NATURAL"	0.189601869	1.854494736	211.85	8.5	1.201432474	27.49163488
"438"	"NLA06608-0661"	1	8	8	2007	41.55549527	-75.70704866	"PA"	"Region_3"	"NAP"	"2"	"2050106"	"MAN-MADE"	0.712545446	9.101960346	299.09	5.4	3.041751442	14.04173821
"439"	"NLA06608-0662"	1	7	8	2007	45.0802966	-71.35188791	"NH"	"Region_1"	"NAP"	"1"	"1080101"	"NATURAL"	1.408573466	6.321545431	479.96	3.5	1.502548779	22.36614373
"440"	"NLA06608-0663"	1	8	8	2007	44.92721305	-97.43982726	"SD"	"Region_8"	"TPL"	"10"	"10170201"	"NATURAL"	0.700770643	3.169797137	527.91	1	1.068165599	19.67636697
"441"	"NLA06608-0665"	1	27	6	2007	35.05246497	-79.20867259	"NC"	"Region_4"	"CPL"	"3"	"3030004"	"MAN-MADE"	0.597173331	6.997615012	71.99	3.4	2.554435322	22.86552643
"442"	"NLA06608-0671"	1	16	8	2007	40.68974933	-110.3847622	"UT"	"Region_8"	"WMT"	"14"	"14060003"	"NATURAL"	0.058322666	1.295517494	3297.74	4.3	1.513281303	240.7572686
"443"	"NLA06608-0672"	1	26	7	2007	38.70179794	-90.09502746	"IL"	"Region_5"	"TPL"	"7"	"7140101"	"NATURAL"	8.076806613	31.70102938	121.74	1.8	3.146651095	4.706553114
"444"	"NLA06608-0674"	1	26	7	2007	42.54198776	-72.95778821	"MA"	"Region_1"	"NAP"	"1"	"1080203"	"NATURAL"	0.25551222	2.477877792	515.86	2.7	1.382831021	74.8790103
"445"	"NLA06608-0677"	1	17	7	2007	42.77239407	-118.446839	"OR"	"Region_10"	"XER"	"17"	"17120009"	"NATURAL"	0.89836885	3.884898352	1272.22	3.2	1.156238392	3.709520477
"446"	"NLA06608-0678"	1	7	8	2007	43.96358712	-121.7804825	"OR"	"Region_10"	"WMT"	"17"	"17070301"	"NATURAL"	1.021565812	8.624833138	1514.87	3.1	2.407202327	4.40366347
"447"	"NLA06608-0679"	1	27	6	2007	44.90724118	-93.24237251	"MN"	"Region_5"	"UMW"	"7"	"7010206"	"NATURAL"	0.80671611	4.278811947	248.15	4	1.343871992	105.454706
"448"	"NLA06608-0681"	1	14	6	2007	38.82349927	-80.61407853	"WV"	"Region_3"	"SAP"	"5"	"5030203"	"MAN-MADE"	3.343315616	51.74638075	238.52	4.7	7.983371868	10.76992391
"449"	"NLA06608-0686"	1	11	7	2007	45.99294588	-95.68760607	"MN"	"Region_5"	"UMW"	"7"	"7020005"	"NATURAL"	0.152657313	1.541087671	405.58	1.1	1.112662899	5.66008504
"450"	"NLA06608-0687"	1	14	8	2007	38.99691941	-108.0510627	"CO"	"Region_8"	"WMT"	"14"	"14020005"	"MAN-MADE"	0.149847906	1.620425858	3070.94	13.5	1.180861309	37.60767404
"451"	"NLA06608-0690"	1	3	7	2007	41.98943091	-71.5975535	"RI"	"Region_1"	"NAP"	"1"	"1090003"	"MAN-MADE"	0.243418065	2.422694828	75.77	4.3	1.38521561	1.539614785
"452"	"NLA06608-0690"	2	22	8	2007	41.98943091	-71.5975535	"RI"	"Region_1"	"NAP"	"1"	"1090003"	"MAN-MADE"	0.243418065	2.422694828	75.77	5.3	1.38521561	1.539614785
"453"	"NLA06608-0692"	1	10	7	2007	40.67141407	-99.05552208	"NE"	"Region_7"	"SPL"	"10"	"10200101"	"MAN-MADE"	0.087401251	2.199447516	648.47	6.7	2.098697503	192.748879
"454"	"NLA06608-0693"	1	25	7	2007	37.14727752	-119.5155897	"CA"	"Region_9"	"XER"	"18"	"18040006"	"MAN-MADE"	0.697719216	9.869392749	300.34	5	3.33307555	20.89269613
"455"	"NLA06608-0696"	1	16	7	2007	34.94582155	-97.4757382	"OK"	"Region_6"	"SPL"	"11"	"11130303"	"MAN-MADE"	0.121611937	2.342561094	307.94	4	1.894950597	14.15104596
"456"	"NLA06608-0707"	1	12	7	2007	46.89269882	-99.41665043	"ND"	"Region_8"	"NPL"	"10"	"10130103"	"NATURAL"	0.43218989	6.512751	527.1	3.5	2.794616639	81.78952116
"457"	"NLA06608-0709"	1	18	9	2007	28.86654374	-81.68245579	"FL"	"Region_4"	"CPL"	"3"	"3080102"	"NATURAL"	0.395189832	2.484152054	18.92	2.1	1.114731728	2.082890779
"458"	"NLA06608-0710"	1	24	7	2007	41.76026908	-70.65792119	"MA"	"Region_1"	"CPL"	"1"	"1090002"	"NATURAL"	0.152457645	1.555731873	1.75	4.9	1.123971281	129.5449334
"459"	"NLA06608-0711"	1	10	9	2007	30.75107327	-93.11140261	"LA"	"Region_6"	"CPL"	"8"	"8080204"	"MAN-MADE"	6.24012216	24.49957698	27.67	6.5	2.766668388	1.855043389
"460"	"NLA06608-0712"	1	24	7	2007	32.02985585	-97.62566712	"TX"	"Region_6"	"SPL"	"12"	"12060202"	"MAN-MADE"	0.100550252	1.76823188	234.15	4.5	1.573050633	60.07435861
"461"	"NLA06608-0713"	1	12	9	2007	39.40384918	-120.0976296	"CA"	"Region_9"	"WMT"	"16"	"16050102"	"MAN-MADE"	3.858954529	21.29408945	1709.58	11	3.057872064	4.682523949
"462"	"NLA06608-0715"	1	6	7	2007	40.21848571	-105.3784913	"CO"	"Region_8"	"WMT"	"10"	"10190005"	"MAN-MADE"	0.793960814	7.767676082	1951.04	46	2.459159177	9.171940265
"463"	"NLA06608-0717"	1	14	6	2007	39.17533903	-75.53217241	"DE"	"Region_3"	"CPL"	"2"	"2040207"	"MAN-MADE"	0.691143701	7.29240738	4.07	2.5	2.474467834	4.357499828
"464"	"NLA06608-0718"	1	18	7	2007	46.47746767	-103.2176549	"ND"	"Region_8"	"NPL"	"10"	"10130204"	"NATURAL"	0.64373918	4.260894204	846.96	1.3	1.498100151	19.94722145
"465"	"NLA06608-0720"	1	26	6	2007	39.78368053	-99.96360846	"KS"	"Region_7"	"SPL"	"10"	"10250015"	"MAN-MADE"	8.37628848	35.14422876	702.53	7.5	3.425494481	4.093364492
"466"	"NLA06608-0721"	1	5	7	2007	46.49728658	-122.4056376	"WA"	"Region_10"	"WMT"	"17"	"17080005"	"MAN-MADE"	0.840328116	4.747825613	238.87	4.6	1.461051013	7.93829747
"467"	"NLA06608-0723"	1	18	8	2007	42.92255989	-102.0383947	"NE"	"Region_7"	"SPL"	"10"	"10150003"	"NATURAL"	0.591068355	3.44367749	1057.7	1.8	1.263568194	3.778708663
"468"	"NLA06608-0724"	1	13	8	2007	39.18947102	-85.98220181	"IN"	"Region_5"	"TPL"	"5"	"5120204"	"MAN-MADE"	0.500729451	9.248182592	207.12	7.3	3.68680269	6.704792023
"469"	"NLA06608-0726"	1	14	8	2007	43.83495077	-71.09335145	"NH"	"Region_1"	"NAP"	"1"	"1060002"	"NATURAL"	0.120185048	1.61513155	124.81	5.5	1.314249282	83.28595282
"470"	"NLA06608-0727"	1	23	6	2007	45.63873346	-97.34187361	"SD"	"Region_8"	"TPL"	"10"	"10160010"	"NATURAL"	0.292317302	2.196152722	559.28	3.5	1.145856797	53.28692003
"471"	"NLA06608-0731"	1	7	8	2007	41.33744108	-85.59855169	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.374469912	7.475331099	278.33	7	3.446013997	236.0552488
"472"	"NLA06608-0733"	1	27	6	2007	37.30165688	-115.1266278	"NV"	"Region_9"	"XER"	"15"	"15010011"	"MAN-MADE"	1.850144512	7.72354975	1021.29	1.7	1.601803323	1.224245099
"473"	"NLA06608-0734"	1	24	7	2007	47.12976263	-88.31643187	"MI"	"Region_5"	"UMW"	"4"	"4020103"	"NATURAL"	0.692784569	4.893042529	189.3	3.2	1.658345267	34.38911844
"474"	"NLA06608-0738"	1	16	8	2007	43.17765587	-72.06616228	"NH"	"Region_1"	"NAP"	"1"	"1070003"	"NATURAL"	0.769237037	5.999984935	427.87	14	1.929812588	20.3121784
"475"	"NLA06608-0743"	1	26	6	2007	45.28365031	-93.84703784	"MN"	"Region_5"	"UMW"	"7"	"7010203"	"NATURAL"	0.35363978	4.288470574	284.76	8.4	2.034309123	285.5891281
"476"	"NLA06608-0744"	1	18	7	2007	37.50728425	-96.22952255	"KS"	"Region_7"	"TPL"	"11"	"11070104"	"MAN-MADE"	0.106921946	1.655516251	316.02	3.4	1.428219928	31.29402083
"477"	"NLA06608-0749"	1	17	7	2007	38.21777874	-77.66963872	"VA"	"Region_3"	"SAP"	"2"	"2080105"	"MAN-MADE"	0.154487193	4.202087489	70.84	2	3.015879027	28.28770048
"478"	"NLA06608-0751"	1	25	7	2007	35.09506233	-84.60955737	"TN"	"Region_4"	"SAP"	"6"	"6020003"	"MAN-MADE"	7.446121139	63.26391222	255.38	26.4	6.540125231	11.83990971
"479"	"NLA06608-0753"	1	19	7	2007	42.34421131	-79.32038612	"NY"	"Region_2"	"NAP"	"5"	"5010002"	"NATURAL"	0.463642091	5.088630303	397.87	13.3	2.108164714	8.418311244
"480"	"NLA06608-0754"	1	2	7	2007	42.00008215	-71.76889368	"MA"	"Region_1"	"NAP"	"1"	"1090003"	"NATURAL"	1.257233774	8.175579588	178.4	23.2	2.056864104	30.4452118
"481"	"NLA06608-0755"	1	20	6	2007	45.17198582	-100.0637661	"SD"	"Region_8"	"NPL"	"10"	"10130105"	"MAN-MADE"	0.153270774	2.630043236	599.28	2.5	1.895083195	20.30803203
"482"	"NLA06608-0756"	1	25	6	2007	34.51995909	-97.81889401	"OK"	"Region_6"	"SPL"	"11"	"11130303"	"MAN-MADE"	0.810040588	5.806177725	329.89	6.5	1.819834958	3.451225091
"483"	"NLA06608-0759"	1	7	8	2007	43.49635854	-94.58564751	"MN"	"Region_5"	"TPL"	"7"	"7100003"	"NATURAL"	8.883375176	19.1917048	372.25	1	1.816433993	5.66008504
"484"	"NLA06608-0761"	1	6	9	2007	40.76263285	-74.28597177	"NJ"	"Region_2"	"SAP"	"2"	"2030104"	"MAN-MADE"	0.219616429	2.488506706	97.81	5.5	1.497964325	74.80909026
"485"	"NLA06608-0762"	1	16	8	2007	47.61486601	-100.8270609	"ND"	"Region_8"	"NPL"	"10"	"10130101"	"NATURAL"	0.347821593	3.28370501	568.2	3.5	1.570655479	54.02043965
"486"	"NLA06608-0764"	1	26	6	2007	41.21443378	-101.6522363	"NE"	"Region_7"	"SPL"	"10"	"10180014"	"MAN-MADE"	2.022270082	12.59405648	951.6	10.4	2.498280086	4.160811284
"487"	"NLA06608-0765"	1	5	6	2007	40.16155115	-79.05296653	"PA"	"Region_3"	"SAP"	"5"	"5010007"	"MAN-MADE"	0.181703142	3.573710622	551.86	1.5	2.365011364	33.27488166
"488"	"NLA06608-0766"	1	18	7	2007	47.07388772	-98.58682039	"ND"	"Region_8"	"TPL"	"10"	"10160003"	"NATURAL"	1.80255754	7.339827014	436.8	16	1.542184465	7.059494244
"489"	"NLA06608-0769"	1	24	7	2007	47.46561683	-116.6021502	"ID"	"Region_10"	"WMT"	"17"	"17010303"	"NATURAL"	3.995962506	16.10376758	648.7	5.5	2.272541692	4.035550348
"490"	"NLA06608-0770"	1	8	5	2007	33.37648429	-111.9196013	"AZ"	"Region_9"	"XER"	"15"	"15060106"	"MAN-MADE"	0.149479799	4.28498057	360.29	3	3.126458532	4.473949586
"491"	"NLA06608-0771"	1	13	8	2007	46.43678101	-93.95778373	"MN"	"Region_5"	"UMW"	"7"	"7010104"	"NATURAL"	0.916387807	5.895508251	384.85	4.6	1.737307396	105.454706
"492"	"NLA06608-0775"	1	25	7	2007	31.77844848	-99.48680479	"TX"	"Region_6"	"SPL"	"12"	"12090106"	"MAN-MADE"	0.067135959	1.484181182	518.27	4.6	1.615862455	210.5049403
"493"	"NLA06608-0779"	1	31	7	2007	43.74155805	-97.60321373	"SD"	"Region_8"	"TPL"	"10"	"10160011"	"NATURAL"	0.119784728	1.94878004	417	1.4	1.588390076	80.67893749
"494"	"NLA06608-0781"	1	26	7	2007	40.95244606	-74.78073603	"NJ"	"Region_2"	"NAP"	"2"	"2040105"	"MAN-MADE"	0.227240228	2.950434573	183.07	3.5	1.745976717	129.4416327
"495"	"NLA06608-0782"	1	31	7	2007	47.97490008	-90.74589983	"MN"	"Region_5"	"UMW"	"9"	"9030001"	"NATURAL"	0.059451063	1.233867307	558.98	9.5	1.427524971	545.0266745
"496"	"NLA06608-0783"	1	14	8	2007	40.38121547	-84.32400254	"OH"	"Region_5"	"TPL"	"5"	"5080001"	"MAN-MADE"	3.27119426	38.09767223	291.82	1	5.942105269	6.710008221
"497"	"NLA06608-0785"	1	12	9	2007	46.87138943	-119.5708717	"WA"	"Region_10"	"XER"	"17"	"17020015"	"MAN-MADE"	0.509457104	6.023460541	210.96	7.5	2.380604917	7.363183584
"498"	"NLA06608-0792"	1	16	8	2007	33.06586113	-96.98715489	"TX"	"Region_6"	"SPL"	"12"	"12030103"	"MAN-MADE"	87.83072277	287.6647562	156.97	20	8.65881571	2.186087249
"499"	"NLA06608-0793"	1	18	6	2007	37.62556948	-81.09987899	"WV"	"Region_3"	"SAP"	"5"	"5050004"	"MAN-MADE"	0.885851072	11.00286477	886.29	7.6	3.297770932	3.976829114
"500"	"NLA06608-0794"	1	9	6	2007	42.94295938	-109.8067241	"WY"	"Region_8"	"WMT"	"14"	"14040102"	"NATURAL"	20.45331815	38.84475821	2261	50	2.422956424	3.108017713
"501"	"NLA06608-0794"	2	28	6	2007	42.94295938	-109.8067241	"WY"	"Region_8"	"WMT"	"14"	"14040102"	"NATURAL"	20.45331815	38.84475821	2261	46	2.422956424	3.108017713
"502"	"NLA06608-0797"	1	28	6	2007	39.46727638	-114.854418	"NV"	"Region_9"	"XER"	"16"	"16060008"	"MAN-MADE"	0.82688516	3.76860159	1842	1.6	1.169102788	0.941492486
"503"	"NLA06608-0802"	1	20	7	2007	42.7054837	-71.92427314	"MA"	"Region_1"	"NAP"	"1"	"1080202"	"NATURAL"	0.120793498	1.727012071	348.79	2.4	1.401743861	113.3703916
"504"	"NLA06608-0804"	1	19	8	2007	37.06496556	-87.66339204	"KY"	"Region_4"	"TPL"	"5"	"5140205"	"MAN-MADE"	0.204158028	3.27320171	138.38	4.4	2.043546885	9.113587668
"505"	"NLA06608-0805"	1	22	8	2007	41.89706027	-73.4471959	"CT"	"Region_1"	"NAP"	"1"	"1100005"	"MAN-MADE"	0.105917489	1.700226725	258.17	5.5	1.473730491	80.27354877
"506"	"NLA06608-0806"	1	7	9	2007	44.32604728	-72.33303748	"VT"	"Region_1"	"NAP"	"2"	"2010003"	"NATURAL"	0.278275962	2.944893012	391.93	5	1.574804849	86.19350435
"507"	"NLA06608-0807"	1	11	7	2007	45.4544983	-97.67084235	"SD"	"Region_8"	"TPL"	"10"	"10160010"	"NATURAL"	0.218271829	2.524300828	533.4	6	1.524183772	53.28692003
"508"	"NLA06608-0808"	1	6	9	2007	37.80850252	-94.20630504	"MO"	"Region_7"	"TPL"	"10"	"10290105"	"MAN-MADE"	0.117548652	1.713911306	253.52	2.8	1.410180108	21.69128674
"509"	"NLA06608-0809"	1	24	7	2007	34.27511413	-110.0619092	"AZ"	"Region_9"	"WMT"	"15"	"15020005"	"MAN-MADE"	0.61372139	8.990331508	1906	9.8	3.237316375	2.02555244
"510"	"NLA06608-0811"	1	23	7	2007	41.58503646	-84.93075504	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.070923477	1.273341585	305.54	9	1.348792003	236.0552488
"511"	"NLA06608-0812"	1	28	6	2007	31.89213905	-90.60093891	"MS"	"Region_4"	"CPL"	"8"	"8060203"	"MAN-MADE"	0.354987725	3.218606359	73.51	5.2	1.523899284	72.09075834
"512"	"NLA06608-0815"	1	17	7	2007	32.07003639	-84.29700265	"GA"	"Region_4"	"CPL"	"3"	"3130007"	"MAN-MADE"	0.322688336	4.836583988	110.89	2.9	2.401829462	91.76647459
"513"	"NLA06608-0820"	1	6	8	2007	36.04195569	-85.58909082	"TN"	"Region_4"	"SAP"	"5"	"5130108"	"MAN-MADE"	0.302184865	6.801993335	269.03	1.4	3.49055846	29.11987367
"514"	"NLA06608-0823"	1	26	7	2007	45.50212807	-92.42758598	"WI"	"Region_5"	"UMW"	"7"	"7030005"	"NATURAL"	2.203464305	8.670594371	353.94	18.3	1.64774851	159.855637
"515"	"NLA06608-0824"	1	5	9	2007	36.70285935	-96.42019136	"OK"	"Region_6"	"TPL"	"11"	"11070107"	"MAN-MADE"	3.253715602	25.52217096	266.81	11	3.991378251	7.802040437
"516"	"NLA06608-0825"	1	6	9	2007	37.65022613	-113.5241332	"UT"	"Region_8"	"XER"	"16"	"16030006"	"MAN-MADE"	0.314137302	3.006517111	1654	4.3	1.51320927	2.500256737
"517"	"NLA06608-0827"	1	5	7	2007	39.99512558	-105.1124639	"CO"	"Region_8"	"SPL"	"10"	"10190005"	"MAN-MADE"	0.182456842	1.618212799	1620.93	5.7	1.068687238	19.25506637
"518"	"NLA06608-0828"	1	11	7	2007	33.14557832	-90.35508478	"MS"	"Region_4"	"CPL"	"8"	"8030206"	"NATURAL"	0.774847298	6.023188626	34.39	2.6	1.930249597	26.61974487
"519"	"NLA06608-0830"	1	30	8	2007	47.3145341	-99.4057224	"ND"	"Region_8"	"NPL"	"10"	"10160002"	"NATURAL"	0.448952439	3.465909169	542.28	0.6	1.459190782	54.02043965
"520"	"NLA06608-0831"	1	19	7	2007	35.06242308	-82.68737992	"SC"	"Region_4"	"SAP"	"3"	"3050109"	"MAN-MADE"	1.838849003	12.0040752	380.96	20	2.497185136	8.238346086
"521"	"NLA06608-0833"	1	7	8	2007	48.90066286	-113.79482	"MT"	"Region_8"	"WMT"	"10"	"10010001"	"NATURAL"	1.053238619	9.483542679	1482	8.5	2.606767415	8.362490243
"522"	"NLA06608-0834"	1	1	6	2007	33.55658479	-111.5104323	"AZ"	"Region_9"	"WMT"	"15"	"15060106"	"MAN-MADE"	3.734887725	24.14729597	459	24	3.52472142	1.29530541
"523"	"NLA06608-0836"	1	29	8	2007	35.73708099	-109.5195801	"AZ"	"Region_9"	"XER"	"15"	"15020011"	"MAN-MADE"	1.109901187	4.494937961	1960.5	2.3	1.203584572	1.201463105
"524"	"NLA06608-0837"	1	19	7	2007	43.32535916	-113.9237405	"ID"	"Region_10"	"XER"	"17"	"17040221"	"NATURAL"	0.812626668	8.810756432	1452.11	3	2.757164819	3.399432485
"525"	"NLA06608-0842"	1	1	8	2007	44.98259563	-109.5385322	"WY"	"Region_8"	"WMT"	"10"	"10070006"	"NATURAL"	0.154375485	1.629312541	3139	26	1.169796454	40.31619797
"526"	"NLA06608-0843"	1	18	7	2007	33.28828061	-87.1410494	"AL"	"Region_4"	"SAP"	"3"	"3160112"	"MAN-MADE"	0.427393466	5.124597709	148.45	3.8	2.211265586	15.24660781
"527"	"NLA06608-0846"	1	28	8	2007	45.70558294	-89.89123137	"WI"	"Region_5"	"UMW"	"7"	"7070001"	"MAN-MADE"	17.80118547	110.4024441	464.14	4.9	7.38157936	7.527925891
"528"	"NLA06608-0847"	1	30	8	2007	40.52821138	-84.49692799	"OH"	"Region_5"	"TPL"	"4"	"4100004"	"MAN-MADE"	51.14443686	61.48418422	263.19	2.2	2.425265465	6.710008221
"529"	"NLA06608-0849"	1	31	7	2007	48.09040077	-124.6325273	"WA"	"Region_10"	"WMT"	"17"	"17100101"	"NATURAL"	30.36176287	50.00086607	10.11	43.9	2.559818084	2.337088279
"530"	"NLA06608-0850"	1	7	8	2007	40.76400873	-111.3907566	"UT"	"Region_8"	"WMT"	"16"	"16020101"	"MAN-MADE"	4.201827721	12.13167056	1840	23.5	1.66953895	4.975432594
"531"	"NLA06608-0851"	1	5	6	2007	45.77329011	-99.64100853	"SD"	"Region_8"	"NPL"	"10"	"10130106"	"NATURAL"	0.577621722	5.801225281	562.5	4.1	2.153242983	4.952820439
"532"	"NLA06608-0856"	1	19	6	2007	34.28490489	-97.17112636	"OK"	"Region_6"	"SPL"	"11"	"11130303"	"MAN-MADE"	1.607370051	13.29745681	245.42	9.3	2.958732622	3.800212608
"533"	"NLA06608-0857"	1	22	6	2007	36.17652473	-79.76105079	"NC"	"Region_4"	"SAP"	"3"	"3030002"	"MAN-MADE"	5.01248966	37.33749439	218.37	5.8	4.704500223	12.73431006
"534"	"NLA06608-0859"	1	5	7	2007	42.78877715	-88.21979209	"WI"	"Region_5"	"TPL"	"7"	"7120006"	"NATURAL"	4.893771604	36.1112779	235.53	19	4.604856247	7.527925891
"535"	"NLA06608-0860"	1	19	7	2007	41.77555566	-91.58457902	"IA"	"Region_7"	"TPL"	"7"	"7080208"	"MAN-MADE"	12.41453394	81.6032672	207.23	9.1	6.533372273	6.699306329
"536"	"NLA06608-0860"	2	21	8	2007	41.77555566	-91.58457902	"IA"	"Region_7"	"TPL"	"7"	"7080208"	"MAN-MADE"	12.41453394	81.6032672	207.23	9.5	6.533372273	6.699306329
"537"	"NLA06608-0862"	1	8	8	2007	46.13959313	-90.20943735	"WI"	"Region_5"	"UMW"	"7"	"7050002"	"NATURAL"	0.174604075	1.75735864	482.22	7.3	1.186392196	242.0290559
"538"	"NLA06608-0863"	1	2	7	2007	40.55157389	-81.23795266	"OH"	"Region_5"	"SAP"	"5"	"5040001"	"MAN-MADE"	6.040491796	33.75124062	281.89	6.2	3.873902266	6.710008221
"539"	"NLA06608-0864"	1	25	6	2007	38.29933705	-102.7554334	"CO"	"Region_8"	"SPL"	"11"	"11020009"	"MAN-MADE"	3.036463188	8.631725025	1181.28	11.2	1.397361118	5.170878971
"540"	"NLA06608-0865"	1	12	9	2007	28.0262635	-81.90969367	"FL"	"Region_4"	"CPL"	"3"	"3100101"	"NATURAL"	0.097157605	1.22560094	40.58	2.9	1.109189509	200.5678407
"541"	"NLA06608-0868"	1	18	8	2007	37.61578723	-87.85835615	"KY"	"Region_4"	"TPL"	"5"	"5140202"	"MAN-MADE"	0.347656266	4.142881879	138.33	4.3	1.982086429	9.113587668
"542"	"NLA06608-0869"	1	9	8	2007	41.41393411	-75.02535883	"PA"	"Region_3"	"NAP"	"2"	"2040104"	"MAN-MADE"	0.291065806	4.269699799	361.42	1.6	2.232527488	38.02739512
"543"	"NLA06608-0870"	1	9	8	2007	44.31668637	-122.0463775	"OR"	"Region_10"	"WMT"	"17"	"17090004"	"MAN-MADE"	0.636914944	6.143986898	795.16	42.4	2.171723992	3.999258837
